datetime,NT,KLN,HKI,Total
20/12/2017,0.681036445,0.835268659,0.650055736,0.899033363
21/12/2017,0.726274425,0.844123169,0.585826209,0.907135385
22/12/2017,0.624742654,0.75379717,0.581681496,0.82471896
23/12/2017,0.661168672,0.750094616,0.522195896,0.823986306
24/12/2017,0.096234872,0.152528664,0.096234872,0.152528664
25/12/2017,0.096234872,0.096234872,0.096234872,0.096234872
26/12/2017,0.096234872,0.096234872,0.096234872,0.096234872
27/12/2017,0.757995603,0.884381593,0.685090385,0.952517894
28/12/2017,0.626276786,0.720204056,0.568448862,0.803438788
29/12/2017,0.613501106,0.763781339,0.53155928,0.821016406
30/12/2017,0.558870059,0.743038995,0.534545149,0.796451775
31/12/2017,0.096234872,0.096234872,0.096234872,0.096234872
1/1/2018,0.096234872,0.096234872,0.096234872,0.096234872
2/1/2018,0.57522277,0.711398723,0.515583333,0.776239063
3/1/2018,0.643474524,0.757995603,0.581681496,0.831840397
4/1/2018,0.676860564,0.796898918,0.601268506,0.866655129
5/1/2018,0.643474524,0.757403544,0.566115403,0.829035502
6/1/2018,0.57074375,0.727751434,0.545885128,0.790503952
7/1/2018,0.096234872,0.096234872,0.096234872,0.096234872
8/1/2018,0.096234872,0.601268506,0.192469745,0.60487488
9/1/2018,0.66583592,0.811303525,0.632249216,0.877809613
10/1/2018,0.60487488,0.762643319,0.537468153,0.81912743
11/1/2018,0.697503379,0.832187058,0.611818205,0.895128299
12/1/2018,0.626276786,0.740381735,0.581681496,0.817212398
13/1/2018,0.615163851,0.709735978,0.467507181,0.779818868
14/1/2018,0.096234872,0.096234872,0.096234872,0.096234872
15/1/2018,0.33291796,0.4012922,0.375979118,0.512155071
16/1/2018,0.701996896,0.854230475,0.528507781,0.903039584
17/1/2018,0.270165442,0.525387705,0.528507781,0.627794152
18/1/2018,0.698413792,0.806804712,0.639370652,0.884143654
19/1/2018,0.610114656,0.750094616,0.525387705,0.810496327
20/1/2018,0.615163851,0.741716722,0.551225694,0.810090962
21/1/2018,0.096234872,0.096234872,0.096234872,0.096234872
22/1/2018,0.613501106,0.756808949,0.553820864,0.819507287
23/1/2018,0.627794152,0.814878939,0.57522277,0.864202586
24/1/2018,0.643474524,0.762070793,0.566115403,0.831840397
25/1/2018,0.626276786,0.732090461,0.534545149,0.804710591
26/1/2018,0.585826209,0.729937898,0.505033634,0.789094421
27/1/2018,0.632249216,0.740381735,0.534545149,0.811303525
28/1/2018,0.096234872,0.096234872,0.096234872,0.096234872
29/1/2018,0.563742053,0.733507184,0.525387705,0.789565856
30/1/2018,0.681036445,0.817597524,0.630780021,0.884856252
31/1/2018,0.57522277,0.744348793,0.563742053,0.80513195
1/2/2018,0.568448862,0.691911848,0.481174362,0.757403544
2/2/2018,0.618430768,0.741050833,0.566115403,0.812903976
3/2/2018,0.639370652,0.750094616,0.525387705,0.817981584
4/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
5/2/2018,0.676860564,0.800859688,0.579561798,0.866113851
6/2/2018,0.658774861,0.85482002,0.621622577,0.90366171
7/2/2018,0.652603286,0.770420256,0.548581088,0.836951559
8/2/2018,0.696586956,0.801724722,0.577409234,0.871694677
9/2/2018,0.597565952,0.756808949,0.595676976,0.823249766
10/2/2018,0.192469745,0.319685326,0.192469745,0.366400315
11/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
12/2/2018,0.737672623,0.874530826,0.626276786,0.933853921
13/2/2018,0.415920198,0.375979118,0.192469745,0.493615896
14/2/2018,0.152528664,0.422694106,0.192469745,0.441233281
15/2/2018,0.305057328,0.288704617,0.152528664,0.384939489
16/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
17/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
18/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
19/2/2018,0.096234872,0.096234872,0.096234872,0.096234872
