0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.91323,0.68377,0.22946
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.79133,0.56039,0.23094
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.73866,0.52143,0.21723
0.69777,0.50195,0.19582
0.69777,0.50195,0.19582
0.69777,0.50195,0.19582
0.69777,0.50195,0.19582
0.69777,0.50195,0.19582
0.69777,0.50195,0.19582
0.69226,0.49545,0.19681
0.69226,0.49545,0.19681
0.69127,0.49545,0.19582
0.69127,0.49545,0.19582
0.69127,0.49545,0.19582
0.69127,0.49545,0.19582
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.64801,0.46299,0.18502
0.63603,0.4289,0.20714
0.63603,0.4289,0.20714
0.63603,0.4289,0.20714
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.6327,0.42078,0.21193
0.60864,0.4224,0.18623
0.60864,0.4224,0.18623
0.60864,0.4224,0.18623
0.60864,0.4224,0.18623
0.6072,0.39968,0.20752
0.6072,0.39968,0.20752
0.6072,0.39968,0.20752
0.6072,0.39968,0.20752
0.60472,0.40292,0.2018
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59313,0.39318,0.19995
0.59176,0.39481,0.19696
0.59176,0.39481,0.19696
0.4932,0.34448,0.14872
0.4932,0.34448,0.14872
0.48361,0.31364,0.16998
0.46845,0.29903,0.16942
0.46099,0.31526,0.14573
0.44937,0.29091,0.15846
0.44784,0.28279,0.16504
0.44784,0.28279,0.16504
0.4473,0.27305,0.17425
0.4448,0.26981,0.175
0.44305,0.27143,0.17162
0.44305,0.27143,0.17162
0.44305,0.27143,0.17162
0.44305,0.27143,0.17162
0.44177,0.26981,0.17196
0.44177,0.26981,0.17196
0.44177,0.26981,0.17196
0.44177,0.26981,0.17196
0.44177,0.26981,0.17196
0.44177,0.26981,0.17196
0.44133,0.26818,0.17315
0.44133,0.26818,0.17315
0.44111,0.26818,0.17293
0.44111,0.26818,0.17293
0.44066,0.26818,0.17248
0.44066,0.26818,0.17248
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44026,0.26818,0.17208
0.44025,0.26818,0.17206
0.44025,0.26818,0.17206
0.44025,0.26818,0.17206
0.44025,0.26818,0.17206
0.43963,0.26818,0.17144
0.43963,0.26818,0.17144
0.43963,0.26818,0.17144
0.43963,0.26818,0.17144
0.43939,0.26818,0.17121
0.43939,0.26818,0.17121
0.43938,0.26818,0.1712
0.43938,0.26818,0.1712
0.43897,0.26818,0.17079
0.43897,0.26818,0.17079
0.43897,0.26818,0.17079
0.43897,0.26818,0.17079
0.43897,0.26818,0.17079
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43889,0.26818,0.17071
0.43871,0.26818,0.17053
0.43871,0.26818,0.17053
0.43871,0.26818,0.17053
0.43871,0.26818,0.17053
0.43871,0.26818,0.17053
0.43871,0.26818,0.17053
0.4379,0.27143,0.16647
0.4379,0.27143,0.16647
0.43613,0.26981,0.16633
0.43613,0.26981,0.16633
0.43575,0.26981,0.16594
0.43575,0.26981,0.16594
0.43575,0.26981,0.16594
0.43575,0.26981,0.16594
0.43575,0.26981,0.16594
0.4356,0.26981,0.16579
0.4356,0.26981,0.16579
0.4356,0.26981,0.16579
0.4356,0.26981,0.16579
0.43484,0.26818,0.16665
0.43484,0.26818,0.16665
0.43484,0.26818,0.16665
0.43484,0.26818,0.16665
0.43484,0.26818,0.16665
0.43482,0.26818,0.16664
0.43468,0.26818,0.1665
0.43468,0.26818,0.1665
0.43436,0.26818,0.16618
0.43436,0.26818,0.16618
0.43436,0.26818,0.16618
0.43423,0.26818,0.16605
0.43423,0.26818,0.16605
0.43423,0.26818,0.16605
0.43423,0.26818,0.16605
0.43418,0.26818,0.166
0.43418,0.26818,0.166
0.4341,0.26818,0.16592
0.4341,0.26818,0.16592
0.4341,0.26818,0.16592
0.4341,0.26818,0.16592
0.43409,0.26818,0.16591
0.43406,0.26818,0.16588
0.43406,0.26818,0.16588
0.43405,0.26818,0.16587
0.43405,0.26818,0.16587
0.43403,0.26818,0.16585
